Reference,TopContact,TopContact_Z,BackContact,BackContact_Z,ActiveLayer,AL(Z),Avg_Z,AL(Z_sq) ,AL(A),AL_Mob(cm2/Vs),AL_Den(g/cm^3),Avg_Val_e,AL_Eg(eV),AL_Th_Eg(eV),Thickness(nm),Substrate,S_Eg(eV),S_Th_Eg(eV),E(eV),Wave_L(nm),Res(A/W),P_Int(μW/cm2),Bias(V)
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.425136549,228.5656755,113.1083739,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.411634966,229.135928,116.5265412,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.395071379,229.8394058,120.6671351,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.383411218,230.3372248,124.0285498,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.366843328,231.0482949,129.8682799,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.34876908,231.8290398,136.835825,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.342201652,232.1140385,139.2748524,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.327034124,232.7749309,144.4095209,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.315187505,233.2937453,148.0774001,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.301684307,233.887936,152.1246675,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.285755933,234.5927462,156.9346047,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.266427718,235.4537205,162.5664118,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.251943426,236.1030764,166.3532604,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.234215535,236.9027396,170.2647159,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.214042682,237.8193037,174.1446191,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.193613383,238.754776,178.111727,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.187687844,239.0274892,179.367135,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.170319027,239.8304618,183.3125637,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.153581404,240.6093749,187.2859144,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.136529426,241.4081371,191.2354652,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.119868079,242.1937403,194.8136729,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.103436362,242.9735402,198.2276618,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.089936034,243.6179928,201.1213323,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.076068551,244.283541,204.2926907,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.060959062,245.0128493,207.9020516,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.044157127,245.8289797,211.9367461,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.029053116,246.5672904,215.4079414,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,5.011552747,247.4283047,218.9401833,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.990369516,248.4785938,221.981361,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.972181881,249.3874982,223.2038118,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.954085377,250.298472,223.683917,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.936447557,251.192783,224.1828221,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.911138278,252.4872911,226.4630946,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.888522247,253.6553865,231.7623182,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.876094238,254.301894,236.1369232,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.86096628,255.0933145,239.4386626,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.838111051,256.2983749,233.6179468,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.821174399,257.198744,223.4961785,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.803658371,258.1365918,211.7629991,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.791485413,258.792398,204.2596249,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.787579643,259.0035242,201.7392881,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.774771537,259.6982893,192.662922,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.766341221,260.1576225,186.8856131,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.753999882,260.8329892,179.9954206,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.739937228,261.60684,173.7378489,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.722153039,262.5920824,166.5543271,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.70974759,263.2837485,161.6192569,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.70337872,263.6402624,159.0435174,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.693462939,264.1972497,154.8756932,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.67763654,265.0911394,147.2594111,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.662885603,265.9297494,138.8199155,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.652226706,266.5390314,133.0223344,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.637274295,267.3984589,126.2858073,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.624548036,268.1343107,119.4966026,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.609655937,269.0005538,108.9064491,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.587521886,270.298438,98.8837253,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.572580425,271.1816709,95.1760216,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.558021755,272.0478459,91.9633013,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.550482214,272.4985928,90.3365948,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.52149415,274.2456274,84.4936328,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.5059157,275.1937858,81.7284244,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.486357482,276.3934896,78.6367418,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.468098384,277.5229848,76.0880005,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.45037247,278.6283639,73.8808108,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.42567161,280.1834635,71.1704569,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.408129736,281.2984359,69.4716045,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.39696277,282.0128495,68.4763998,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.361168096,284.327495,65.6609116,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.348916488,285.128492,64.8019529,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.334319505,286.0887386,63.8286253,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.293037785,288.8397592,61.2842516,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.254077348,291.4850621,59.0980968,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.229454185,293.1820386,57.7883375,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.192737385,295.7495035,55.8839556,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.159001263,298.1485029,54.1410132,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.113062254,301.4785392,51.8064756,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.060090768,305.4118912,49.2728685,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,4.001730687,309.8659298,46.8071677,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.969933218,312.3478235,45.6090331,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.913723604,316.83382,43.7140121,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.870493769,320.3725607,42.4243201,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.787656967,327.3791716,40.2532932,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.692494032,335.8163857,38.25119794,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.584505957,345.9333071,35.91357633,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.484780979,355.8329799,33.65149962,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.395652831,365.1727846,32.86734733,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.298748278,375.9001583,34.49826192,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.217522129,385.3897348,30.36461256,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.195876289,388,29.2744296,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.179487179,390,28.6124536,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.163265306,392,28.07174847,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.132595758,395.8378596,27.27712687,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.1,400,26.62659207,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.037417701,408.2415137,25.75636725,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,3.009708738,412,25.4802286,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.967137886,417.9111479,25.10018836,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.945368171,421,24.89593053,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.917647059,425,24.62187095,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.900036792,427.5807822,24.44400947,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.877030162,431,24.21480636,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.835902906,437.2505129,23.86705331,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.818181818,440,23.76151094,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.792792793,444,23.63285319,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.774542472,446.9205328,23.52776532,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.755555556,450,23.38844117,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.715781688,456.5904563,23.10925461,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.695652174,460,23.04056029,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.678185745,463,22.99924269,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.659456571,466.260669,22.92841208,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.638297872,470,22.7670786,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.621564482,473,22.57574637,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.601304836,476.6838483,22.27614673,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.583333333,480,21.95491022,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.548354742,486.5884562,21.2027958,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.535787321,489,20.89866511,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.520325203,492,20.50534037,35.5,5
https://linkinghub.elsevier.com/retrieve/pii/S0042207X23003275,Au,79,Cu,29,Ga2O3,86,17.2,7396,187.443,200,5.89,4.8,4.88,2.4,400,Mo,1.8,0,2.504803893,495.0487355,20.09388587,35.5,5
https://doi.org/10.1016/j.surfin.2023.102854,Cu,29,Cu,29,MoSe2,110,36.66,12100,253.892,90,6.51,6,1.55,1.3,500,Si,1.12,0.61,1.265306122,980,0.00542506,70000,4.892309145
